id,name,email,phone,website,zip,date
5419,Lina,foo@@bar,123,,ABCDE,2026/13/40
5420,Sara,user5420@example.com,,http://amazon.com,90210,
5421,John,bademail,123,http://amazon.com,12,2026/13/40
5422,Mike,test@mail.com,+212674788828,https://openai.com,90210,01-01-2026
5423,Sara,bademail,+21266123,,12,
5424,@@Mike,user5424@example.com,061234,htp:/bad,90210,2026-08-01
5425,John,,+212688809062,https://openai.com,10000,
5426,Lina,,123,htp:/bad,12,2026/13/40
5427,Mike,test@mail.com,061234,htp:/bad,ABCDE,2026-08-01
5428,Mike,bademail,+212634881244,https://google.com,ABCDE,2026/13/40
5429,Alice,test@mail.com,+212638497118,htp:/bad,,2026-02-30
5430,Lina,foo@@bar,123,http://amazon.com,,2026-02-30
5431,Bob,user5431@example.com,+21266123,http://amazon.com,90210,01-01-2026
5432,Alice,test@mail.com,061234,htp:/bad,ABCDE,2026/13/40
5433,John,test@mail.com,+21266123,http://google.com,,2026/13/40
5434,,user5434@example.com,,,90210,2026/13/40
5435,Mike,user5435@example.com,,https://www.github.com,90210,2026-02-30
5436,@@Mike,foo@@bar,061234,http://google.com,12,2026-02-30
5437,Bob,user5437@example.com,,http://amazon.com,ABCDE,
5438,@@Mike,foo@@bar,+212612285036,https://www.github.com,90210,
5439,Sara,,061234,https://google.com,12,01-01-2026
5440,John123,foo@@bar,061234,,12,2026-02-30
5441,John123,foo@@bar,123,http://google.com,10000,2026-02-30
5442,Mike,,+212671255011,https://google.com,90210,2026-02-30
5443,John123,foo@@bar,+21266123,htp:/bad,10000,2026/13/40
5444,Sara,foo@@bar,123,http://google.com,10000,
5445,Alice,foo@@bar,123,http://google.com,90210,2026/13/40
5446,Sara,user5446@example.com,123,http://amazon.com,90210,01-01-2026
5447,Mike,user5447@example.com,061234,http://google.com,ABCDE,2026-08-01
5448,Mike,test@mail.com,+21266123,https://google.com,90210,2026/13/40
5449,John,user5449@example.com,,https://openai.com,,2026-02-30
5450,Sara,user5450@example.com,+212681206549,https://www.github.com,90210,2026/13/40
5451,John123,user5451@example.com,+21266123,http://amazon.com,90210,2026-02-30
5452,Sara,,123,htp:/bad,90210,2026-02-30
5453,,user5453@example.com,+21266123,,ABCDE,01-01-2026
5454,Sara,user5454@example.com,+21266123,,,01-01-2026
5455,John123,,,htp:/bad,90210,2026-02-30
5456,Sara,foo@@bar,123,https://openai.com,90210,01-01-2026
5457,Bob,bademail,+212697321560,,,
5458,Bob,bademail,061234,https://google.com,10000,01-01-2026
5459,Lina,user5459@example.com,123,,10000,
5460,,user5460@example.com,061234,htp:/bad,ABCDE,2026-08-01
5461,Alice,user5461@example.com,+212658663951,htp:/bad,,2026-08-01
5462,Sara,user5462@example.com,123,htp:/bad,12,2026-02-30
5463,Alice,foo@@bar,123,htp:/bad,ABCDE,2026/13/40
5464,Lina,user5464@example.com,+212651174981,http://google.com,ABCDE,2026-02-30
5465,Bob,user5465@example.com,+212644790511,http://amazon.com,,2026/13/40
5466,Sara,bademail,+21266123,https://www.github.com,12,2026-02-30
5467,@@Mike,foo@@bar,123,https://google.com,,
5468,@@Mike,bademail,061234,htp:/bad,10000,
5469,Lina,test@mail.com,+21266123,https://google.com,90210,
5470,@@Mike,user5470@example.com,123,http://google.com,12,
5471,Bob,,+212690930950,htp:/bad,ABCDE,
5472,Bob,,+21266123,https://openai.com,10000,01-01-2026
5473,Alice,bademail,123,,10000,2026/13/40
5474,Alice,user5474@example.com,+212651376034,https://www.github.com,90210,
5475,Mike,user5475@example.com,+212628415773,https://www.github.com,,2026-02-30
5476,Sara,user5476@example.com,061234,,,2026/13/40
5477,John123,foo@@bar,+212657325559,http://amazon.com,90210,2026-02-30
5478,Mike,foo@@bar,+21266123,https://openai.com,12,01-01-2026
5479,Bob,test@mail.com,+21266123,http://google.com,12,2026-08-01
5480,Mike,,,http://amazon.com,10000,2026/13/40
5481,John123,foo@@bar,061234,http://google.com,90210,
5482,John,bademail,,htp:/bad,12,
5483,Lina,,+21266123,https://www.github.com,ABCDE,2026-02-30
5484,Sara,,061234,https://openai.com,,
5485,Mike,user5485@example.com,+21266123,https://www.github.com,90210,
5486,John,bademail,,https://google.com,ABCDE,
5487,Sara,,,,,2026-02-30
5488,Lina,user5488@example.com,,http://amazon.com,12,01-01-2026
5489,Mike,,+212686286121,htp:/bad,ABCDE,2026-08-01
5490,Lina,bademail,+212686221927,https://openai.com,90210,2026/13/40
5491,Bob,,123,https://www.github.com,,2026-02-30
5492,Bob,,061234,https://www.github.com,90210,
5493,Sara,foo@@bar,,,90210,01-01-2026
5494,Lina,user5494@example.com,123,http://google.com,90210,2026-08-01
5495,Sara,bademail,+21266123,https://www.github.com,12,2026-08-01
5496,Bob,user5496@example.com,,htp:/bad,90210,2026-02-30
5497,John,bademail,+21266123,https://openai.com,12,01-01-2026
5498,Mike,test@mail.com,123,https://www.github.com,ABCDE,2026/13/40
5499,Sara,user5499@example.com,061234,http://amazon.com,90210,01-01-2026
5500,Bob,user5500@example.com,123,https://google.com,,2026/13/40
5501,John,bademail,123,https://google.com,ABCDE,2026/13/40
5502,John123,bademail,123,http://amazon.com,12,01-01-2026
5503,Mike,test@mail.com,+212684547467,https://www.github.com,12,2026-02-30
5504,,user5504@example.com,+21266123,,12,2026-02-30
5505,Alice,test@mail.com,061234,http://google.com,12,2026/13/40
5506,Sara,bademail,+212632699206,http://google.com,ABCDE,
5507,John,user5507@example.com,+21266123,,10000,2026/13/40
5508,Bob,user5508@example.com,123,https://www.github.com,,01-01-2026
5509,John,,123,https://google.com,ABCDE,2026-02-30
5510,Sara,bademail,,,90210,01-01-2026
5511,Bob,bademail,+21266123,htp:/bad,12,01-01-2026
5512,@@Mike,test@mail.com,+21266123,http://google.com,10000,2026-02-30
5513,John123,user5513@example.com,061234,https://google.com,,
5514,Mike,user5514@example.com,+212679769044,htp:/bad,,
5515,Lina,bademail,,htp:/bad,ABCDE,2026-02-30
5516,Bob,user5516@example.com,061234,htp:/bad,ABCDE,01-01-2026
5517,Mike,user5517@example.com,061234,,90210,01-01-2026
5518,Sara,bademail,061234,http://google.com,90210,2026-08-01
5519,@@Mike,test@mail.com,123,http://google.com,,2026-08-01
5520,Sara,,123,http://google.com,,
5521,John,test@mail.com,+212691375964,http://amazon.com,90210,2026-02-30
5522,Mike,user5522@example.com,061234,https://google.com,12,
5523,,user5523@example.com,123,https://www.github.com,ABCDE,2026-08-01
5524,Sara,foo@@bar,+212636269707,https://www.github.com,ABCDE,2026-08-01
5525,Sara,,+212686335080,https://www.github.com,12,01-01-2026
5526,Lina,bademail,,htp:/bad,10000,2026-02-30
5527,John123,test@mail.com,+212623258442,,90210,2026-08-01
5528,John,user5528@example.com,061234,https://www.github.com,10000,
5529,,foo@@bar,061234,,90210,2026/13/40
5530,Bob,bademail,123,http://amazon.com,10000,
5531,Lina,foo@@bar,+212697509265,https://openai.com,90210,
5532,John,user5532@example.com,,http://google.com,,2026-02-30
5533,John123,foo@@bar,+21266123,,10000,01-01-2026
5534,Alice,,+21266123,,10000,2026-08-01
5535,Bob,test@mail.com,061234,https://www.github.com,,2026-08-01
5536,John123,,+21266123,http://amazon.com,10000,2026-08-01
5537,@@Mike,bademail,,,,2026-08-01
5538,,user5538@example.com,,https://www.github.com,,2026-02-30
5539,@@Mike,user5539@example.com,061234,https://www.github.com,ABCDE,2026-08-01
5540,Sara,user5540@example.com,,http://amazon.com,90210,2026-02-30
5541,Lina,bademail,,https://google.com,10000,2026/13/40
5542,John,user5542@example.com,+212644898870,http://amazon.com,,01-01-2026
5543,Bob,test@mail.com,+21266123,http://amazon.com,12,2026-02-30
5544,@@Mike,user5544@example.com,+21266123,https://openai.com,12,2026/13/40
5545,,,+21266123,https://google.com,12,2026/13/40
5546,John123,test@mail.com,123,htp:/bad,12,2026-02-30
5547,Bob,user5547@example.com,,https://www.github.com,12,01-01-2026
5548,Mike,user5548@example.com,061234,https://www.github.com,12,01-01-2026
5549,Sara,,+212632857466,http://amazon.com,90210,
5550,Mike,foo@@bar,+212653037448,htp:/bad,10000,2026-08-01
5551,@@Mike,foo@@bar,+212676279076,https://google.com,12,01-01-2026
5552,Lina,user5552@example.com,061234,https://www.github.com,10000,01-01-2026
5553,John,user5553@example.com,,http://google.com,,
5554,Bob,test@mail.com,+212643086766,https://www.github.com,12,2026-08-01
5555,Mike,user5555@example.com,123,https://openai.com,10000,
5556,Sara,,,https://www.github.com,,2026-08-01
5557,John123,test@mail.com,061234,http://amazon.com,90210,01-01-2026
5558,Alice,,123,https://www.github.com,ABCDE,2026/13/40
5559,Mike,test@mail.com,,http://amazon.com,10000,2026-08-01
5560,Lina,bademail,,htp:/bad,,2026-02-30
5561,Sara,test@mail.com,061234,http://google.com,,
5562,@@Mike,user5562@example.com,123,htp:/bad,10000,2026-08-01
5563,Alice,user5563@example.com,123,https://www.github.com,ABCDE,2026/13/40
5564,John,bademail,,http://google.com,,2026-02-30
5565,Alice,user5565@example.com,061234,http://amazon.com,,2026/13/40
5566,Lina,user5566@example.com,123,http://amazon.com,,01-01-2026
5567,Sara,bademail,+21266123,http://amazon.com,10000,2026-02-30
5568,Mike,test@mail.com,+21266123,https://google.com,90210,2026-08-01
5569,John123,bademail,123,htp:/bad,12,2026-08-01
5570,John,user5570@example.com,,https://openai.com,10000,2026-02-30
5571,@@Mike,,+21266123,http://amazon.com,,2026-02-30
5572,Sara,user5572@example.com,061234,htp:/bad,10000,01-01-2026
5573,Lina,user5573@example.com,,htp:/bad,10000,2026-02-30
5574,Alice,user5574@example.com,,https://www.github.com,12,2026-02-30
5575,,foo@@bar,+21266123,http://amazon.com,ABCDE,2026/13/40
5576,Alice,,061234,htp:/bad,ABCDE,2026-08-01
5577,Lina,bademail,+21266123,https://google.com,90210,2026-08-01
5578,John,test@mail.com,+212642560921,https://www.github.com,10000,2026-02-30
5579,Mike,foo@@bar,123,https://google.com,12,01-01-2026
5580,John,user5580@example.com,061234,https://openai.com,10000,2026-08-01
5581,John,user5581@example.com,,http://google.com,90210,2026-08-01
5582,Bob,user5582@example.com,+212683747968,http://google.com,12,2026-08-01
5583,,user5583@example.com,061234,https://www.github.com,90210,2026/13/40
5584,Mike,test@mail.com,+212695216127,http://amazon.com,90210,
5585,Sara,foo@@bar,,htp:/bad,ABCDE,2026/13/40
5586,Bob,user5586@example.com,123,https://openai.com,12,2026-02-30
5587,Sara,user5587@example.com,123,htp:/bad,12,2026-02-30
5588,Lina,user5588@example.com,+21266123,https://openai.com,10000,2026-08-01
5589,Sara,,061234,https://openai.com,12,2026-02-30
5590,Alice,user5590@example.com,+21266123,http://google.com,12,
5591,Lina,bademail,+21266123,https://openai.com,ABCDE,01-01-2026
5592,John123,user5592@example.com,123,https://google.com,,01-01-2026
5593,Mike,,+212694252159,https://google.com,10000,
5594,John,bademail,123,http://google.com,90210,2026-08-01
5595,@@Mike,bademail,+21266123,http://amazon.com,ABCDE,2026/13/40
5596,Lina,user5596@example.com,+21266123,https://openai.com,ABCDE,
5597,Sara,test@mail.com,123,https://google.com,10000,2026-02-30
5598,Alice,user5598@example.com,+21266123,https://openai.com,90210,01-01-2026
5599,,bademail,,,90210,2026-02-30
5600,John,user5600@example.com,+21266123,htp:/bad,,2026/13/40
5601,John123,bademail,+212630091970,htp:/bad,10000,2026/13/40
5602,Lina,bademail,+21266123,http://amazon.com,12,
5603,Alice,foo@@bar,+212632803379,https://www.github.com,10000,2026-02-30
5604,John123,bademail,123,https://www.github.com,,2026-02-30
5605,,user5605@example.com,+21266123,http://amazon.com,90210,01-01-2026
5606,John123,user5606@example.com,+212627175132,https://www.github.com,,2026/13/40
5607,Sara,foo@@bar,061234,http://amazon.com,,
5608,Sara,user5608@example.com,061234,https://google.com,ABCDE,2026-08-01
5609,Bob,bademail,,,90210,01-01-2026
5610,,foo@@bar,+212628876746,https://google.com,,2026-08-01
5611,John,,061234,https://openai.com,10000,2026-08-01
5612,Lina,user5612@example.com,+212671581814,https://www.github.com,,2026-08-01
5613,Sara,,,https://www.github.com,10000,
5614,Bob,user5614@example.com,+21266123,https://www.github.com,ABCDE,
5615,Alice,bademail,+21266123,http://google.com,12,2026-02-30
5616,,test@mail.com,+21266123,http://amazon.com,90210,2026/13/40
5617,Mike,,+21266123,http://google.com,,2026/13/40
5618,Mike,user5618@example.com,+212614962090,http://amazon.com,,
5619,@@Mike,,,http://amazon.com,ABCDE,2026-02-30
5620,John,,,http://google.com,10000,2026/13/40
5621,,test@mail.com,123,,90210,2026/13/40
5622,Sara,test@mail.com,+212629059633,http://google.com,10000,2026/13/40
5623,,foo@@bar,123,https://www.github.com,90210,
5624,Sara,,+212656995760,http://google.com,,2026-02-30
5625,Lina,bademail,123,http://google.com,ABCDE,
5626,Bob,,+21266123,http://amazon.com,90210,01-01-2026
5627,Bob,foo@@bar,123,https://google.com,10000,
5628,Sara,foo@@bar,+21266123,htp:/bad,90210,2026-02-30
5629,Bob,user5629@example.com,123,htp:/bad,12,01-01-2026
5630,Mike,foo@@bar,+212675618965,https://google.com,12,
5631,John123,user5631@example.com,123,https://google.com,,
5632,Alice,bademail,,http://google.com,90210,2026-02-30
5633,Mike,,,http://amazon.com,ABCDE,2026-08-01
5634,,bademail,061234,,10000,
5635,John123,,061234,http://amazon.com,90210,
5636,John,user5636@example.com,+212696954939,https://openai.com,ABCDE,2026-02-30
5637,Lina,user5637@example.com,+212698159174,htp:/bad,90210,2026/13/40
5638,@@Mike,test@mail.com,+212682212940,http://google.com,12,01-01-2026
5639,Mike,user5639@example.com,061234,https://google.com,90210,01-01-2026
5640,@@Mike,,123,http://amazon.com,10000,2026-02-30
5641,Mike,bademail,+21266123,https://google.com,12,01-01-2026
5642,John,test@mail.com,,htp:/bad,10000,01-01-2026
5643,,test@mail.com,061234,htp:/bad,10000,2026/13/40
5644,Bob,bademail,061234,http://amazon.com,12,2026-02-30
5645,Alice,,,https://openai.com,10000,01-01-2026
5646,Sara,,123,https://www.github.com,,01-01-2026
5647,Sara,user5647@example.com,,http://google.com,10000,2026-02-30
5648,Sara,bademail,123,https://google.com,10000,2026-08-01
5649,,test@mail.com,+21266123,http://google.com,ABCDE,2026-02-30
5650,,,+21266123,http://amazon.com,10000,2026-08-01
5651,Lina,user5651@example.com,061234,https://openai.com,,2026/13/40
5652,Alice,user5652@example.com,061234,,ABCDE,2026/13/40
5653,Bob,bademail,+212672758536,https://www.github.com,,2026-08-01
5654,@@Mike,test@mail.com,061234,https://google.com,,2026-02-30
5655,John123,,061234,,,01-01-2026
5656,Bob,foo@@bar,,htp:/bad,,2026-08-01
5657,Lina,user5657@example.com,+21266123,htp:/bad,,
5658,John123,test@mail.com,123,https://google.com,,2026-08-01
5659,Bob,,+21266123,https://google.com,ABCDE,01-01-2026
5660,Bob,foo@@bar,061234,https://www.github.com,ABCDE,2026/13/40
5661,Sara,foo@@bar,061234,http://amazon.com,90210,01-01-2026
5662,@@Mike,,+21266123,htp:/bad,12,2026/13/40
5663,Bob,bademail,123,htp:/bad,ABCDE,01-01-2026
5664,Mike,test@mail.com,123,htp:/bad,,2026-02-30
5665,John123,user5665@example.com,123,https://www.github.com,12,01-01-2026
5666,Sara,user5666@example.com,+212611053157,http://amazon.com,12,
5667,Mike,,061234,https://google.com,,01-01-2026
5668,John123,user5668@example.com,061234,https://www.github.com,12,
5669,Sara,user5669@example.com,,https://openai.com,10000,01-01-2026
5670,Sara,bademail,+21266123,,ABCDE,
5671,@@Mike,user5671@example.com,123,http://amazon.com,10000,01-01-2026
5672,Bob,user5672@example.com,123,https://openai.com,ABCDE,
5673,John123,user5673@example.com,+212658761894,http://amazon.com,10000,2026-08-01
5674,Mike,user5674@example.com,,,12,2026-02-30
5675,Lina,user5675@example.com,+212693934038,https://www.github.com,12,2026-02-30
5676,@@Mike,test@mail.com,,http://google.com,12,2026-08-01
5677,Lina,test@mail.com,+212636277419,htp:/bad,10000,01-01-2026
5678,John,user5678@example.com,,htp:/bad,10000,2026-08-01
5679,@@Mike,bademail,+212681902387,htp:/bad,,2026-08-01
5680,John123,bademail,123,http://amazon.com,10000,2026-08-01
5681,Sara,test@mail.com,123,https://www.github.com,90210,2026-08-01
5682,Sara,user5682@example.com,061234,http://google.com,ABCDE,2026-02-30
5683,Bob,user5683@example.com,+21266123,htp:/bad,ABCDE,
5684,John123,,061234,https://openai.com,ABCDE,
5685,Bob,,,https://www.github.com,ABCDE,2026-08-01
5686,Lina,user5686@example.com,123,,,2026-02-30
5687,Mike,test@mail.com,+212638401883,http://google.com,12,01-01-2026
5688,Lina,bademail,061234,https://www.github.com,,2026-08-01
5689,John,,+21266123,http://google.com,10000,2026/13/40
5690,Mike,user5690@example.com,+21266123,http://amazon.com,12,
5691,@@Mike,test@mail.com,+212627424348,,90210,2026-08-01
5692,Sara,user5692@example.com,+21266123,http://amazon.com,,01-01-2026
5693,Mike,bademail,061234,https://openai.com,90210,2026/13/40
5694,Bob,user5694@example.com,123,htp:/bad,10000,
5695,@@Mike,,,,ABCDE,2026-02-30
5696,Alice,user5696@example.com,061234,https://google.com,ABCDE,2026/13/40
5697,,user5697@example.com,061234,http://google.com,ABCDE,2026-08-01
5698,Alice,foo@@bar,,http://google.com,12,2026/13/40
5699,Alice,foo@@bar,+212624766421,https://google.com,10000,2026-08-01
5700,Lina,user5700@example.com,,htp:/bad,12,2026-02-30
5701,Lina,,123,htp:/bad,10000,01-01-2026
5702,Bob,,+212679958693,htp:/bad,,2026-02-30
5703,Alice,,+21266123,https://google.com,12,2026-02-30
5704,,test@mail.com,123,https://google.com,90210,2026/13/40
5705,,bademail,+21266123,,12,01-01-2026
5706,John,foo@@bar,061234,https://www.github.com,12,01-01-2026
5707,Alice,user5707@example.com,,http://amazon.com,10000,01-01-2026
5708,John123,foo@@bar,,http://amazon.com,90210,2026-02-30
5709,Sara,test@mail.com,123,http://amazon.com,ABCDE,2026-02-30
5710,Bob,test@mail.com,+212653046362,,ABCDE,2026/13/40
5711,Sara,,+21266123,htp:/bad,,
5712,Sara,user5712@example.com,+212663128134,https://www.github.com,,01-01-2026
5713,John123,user5713@example.com,061234,https://google.com,,2026-08-01
5714,John,user5714@example.com,+212668249373,http://amazon.com,,2026/13/40
5715,John123,,+21266123,htp:/bad,ABCDE,2026-08-01
5716,Mike,,+212680376932,,ABCDE,2026/13/40
5717,John,user5717@example.com,,http://google.com,12,2026-08-01
5718,,,+21266123,,,2026-02-30
5719,@@Mike,bademail,123,https://openai.com,90210,2026-02-30
5720,John,bademail,123,https://openai.com,ABCDE,01-01-2026
5721,John,test@mail.com,+21266123,https://www.github.com,12,
5722,John,test@mail.com,,https://openai.com,12,2026-02-30
5723,John,bademail,+21266123,http://amazon.com,10000,01-01-2026
5724,Sara,test@mail.com,061234,,ABCDE,2026-02-30
5725,Bob,test@mail.com,+212689149687,https://www.github.com,,2026/13/40
5726,Lina,user5726@example.com,+21266123,,90210,2026/13/40
5727,John,,,https://www.github.com,90210,2026-08-01
5728,Sara,foo@@bar,+21266123,,,2026-02-30
5729,Sara,test@mail.com,+212646112704,http://amazon.com,90210,2026/13/40
5730,Sara,,061234,https://google.com,12,01-01-2026
5731,Alice,user5731@example.com,+212697087375,https://www.github.com,,2026-08-01
5732,John,user5732@example.com,061234,,,2026-02-30
5733,John123,user5733@example.com,123,http://amazon.com,10000,
5734,John,test@mail.com,+212622261856,https://www.github.com,,2026-02-30
5735,John,test@mail.com,,https://google.com,,01-01-2026
5736,Sara,foo@@bar,,https://google.com,12,2026-08-01
5737,,bademail,,http://google.com,10000,2026-08-01
5738,Sara,user5738@example.com,,htp:/bad,,
5739,Mike,user5739@example.com,061234,http://google.com,90210,
5740,Alice,user5740@example.com,+212636982212,htp:/bad,12,
5741,Mike,,+21266123,,,2026/13/40
5742,,test@mail.com,+21266123,https://openai.com,12,
5743,Mike,bademail,,https://openai.com,,2026-08-01
5744,Alice,test@mail.com,,htp:/bad,90210,2026-08-01
5745,Sara,foo@@bar,061234,htp:/bad,ABCDE,2026/13/40
5746,,user5746@example.com,123,http://amazon.com,,01-01-2026
5747,John123,user5747@example.com,061234,htp:/bad,ABCDE,2026/13/40
5748,Alice,bademail,+21266123,http://amazon.com,ABCDE,01-01-2026
5749,,user5749@example.com,,https://google.com,12,2026-02-30
5750,Sara,bademail,,https://openai.com,ABCDE,2026-02-30
5751,Sara,test@mail.com,+21266123,htp:/bad,90210,
5752,Lina,user5752@example.com,061234,http://google.com,12,2026/13/40
5753,John123,user5753@example.com,,https://www.github.com,,01-01-2026
5754,@@Mike,bademail,061234,,90210,
5755,Sara,bademail,+21266123,http://google.com,ABCDE,01-01-2026
5756,John123,,061234,,ABCDE,01-01-2026
5757,,foo@@bar,+21266123,http://amazon.com,10000,2026/13/40
5758,,foo@@bar,,http://amazon.com,ABCDE,2026/13/40
5759,Alice,user5759@example.com,,http://amazon.com,10000,01-01-2026
5760,John123,test@mail.com,+212612711559,https://www.github.com,12,2026-08-01
5761,,,,http://amazon.com,,2026-08-01
5762,Sara,test@mail.com,061234,htp:/bad,ABCDE,2026-08-01
5763,,,,http://amazon.com,,2026-02-30
5764,Sara,,061234,htp:/bad,,2026/13/40
5765,Sara,bademail,+212671653876,https://google.com,12,
5766,John,,,https://google.com,90210,2026-02-30
5767,Alice,,+212662132441,http://google.com,ABCDE,2026-02-30
5768,Alice,foo@@bar,+212643551169,htp:/bad,90210,2026-02-30
5769,Mike,test@mail.com,123,https://openai.com,90210,01-01-2026
5770,@@Mike,test@mail.com,+21266123,,ABCDE,
5771,John123,bademail,,https://google.com,,01-01-2026
5772,Alice,bademail,,,90210,2026-08-01
5773,John,,,https://www.github.com,12,01-01-2026
5774,John123,test@mail.com,+212610694718,htp:/bad,12,
5775,Sara,user5775@example.com,,https://openai.com,10000,2026/13/40
5776,Alice,user5776@example.com,061234,https://google.com,90210,01-01-2026
5777,Bob,test@mail.com,,http://amazon.com,12,2026-08-01
5778,,foo@@bar,,,90210,2026/13/40
5779,John,user5779@example.com,,https://google.com,ABCDE,
5780,Sara,user5780@example.com,+21266123,https://www.github.com,ABCDE,2026-08-01
5781,John,bademail,123,http://google.com,,2026-02-30
5782,Sara,foo@@bar,+212652890578,http://amazon.com,12,2026-08-01
5783,Sara,user5783@example.com,061234,https://google.com,10000,01-01-2026
5784,John123,user5784@example.com,061234,http://amazon.com,12,2026-02-30
5785,,test@mail.com,,http://amazon.com,ABCDE,2026-08-01
5786,John,foo@@bar,+21266123,,,01-01-2026
5787,Mike,bademail,123,https://www.github.com,10000,2026-08-01
5788,John123,user5788@example.com,+212666389894,,90210,
5789,John,user5789@example.com,+212678491508,https://www.github.com,12,2026/13/40
5790,Lina,test@mail.com,061234,http://google.com,12,01-01-2026
5791,John123,bademail,+212656881914,https://www.github.com,12,2026/13/40
5792,Sara,user5792@example.com,+212631873643,https://www.github.com,90210,2026-02-30
5793,John123,,+21266123,https://google.com,,2026/13/40
5794,John,user5794@example.com,+21266123,,,
5795,Bob,user5795@example.com,061234,http://google.com,12,2026-02-30
5796,Sara,test@mail.com,,htp:/bad,90210,01-01-2026
5797,John,bademail,,https://google.com,ABCDE,01-01-2026
5798,@@Mike,user5798@example.com,061234,htp:/bad,,2026-02-30
5799,,bademail,123,,12,2026-02-30
5800,John,foo@@bar,061234,,12,
5801,Alice,,123,htp:/bad,,01-01-2026
5802,Sara,,+212689128628,htp:/bad,12,2026-08-01
5803,John123,,123,http://amazon.com,90210,2026-08-01
5804,Bob,,061234,htp:/bad,ABCDE,2026-02-30
5805,Sara,bademail,,http://amazon.com,,
5806,John123,test@mail.com,+212616237000,http://amazon.com,,01-01-2026
5807,Sara,test@mail.com,061234,htp:/bad,12,01-01-2026
5808,Sara,test@mail.com,+212618818794,http://amazon.com,,2026-02-30
5809,Mike,foo@@bar,123,http://amazon.com,,01-01-2026
5810,John123,,+212664866265,http://amazon.com,12,2026-08-01
5811,@@Mike,foo@@bar,061234,https://google.com,ABCDE,2026/13/40
5812,,user5812@example.com,123,,,2026-08-01
5813,Sara,,+212633837188,https://openai.com,90210,01-01-2026
5814,@@Mike,user5814@example.com,123,http://amazon.com,,
5815,@@Mike,,061234,,,2026-08-01
5816,Sara,user5816@example.com,061234,,10000,2026/13/40
5817,Sara,user5817@example.com,061234,htp:/bad,ABCDE,2026-08-01
5818,Lina,foo@@bar,061234,https://www.github.com,ABCDE,2026/13/40
5819,Sara,,+21266123,http://amazon.com,12,01-01-2026
5820,Alice,test@mail.com,123,https://openai.com,ABCDE,2026/13/40
5821,@@Mike,bademail,123,https://www.github.com,90210,01-01-2026
5822,Sara,,123,https://www.github.com,90210,
5823,Alice,,123,https://openai.com,90210,2026-08-01
5824,Sara,user5824@example.com,+212695471694,https://www.github.com,,2026-08-01
5825,Sara,,+21266123,,90210,2026-02-30
5826,Sara,test@mail.com,123,https://www.github.com,,2026-08-01
5827,Lina,user5827@example.com,,http://amazon.com,10000,
5828,John123,bademail,061234,http://amazon.com,12,01-01-2026
5829,,user5829@example.com,061234,,10000,2026-02-30
5830,John,user5830@example.com,+21266123,http://amazon.com,10000,01-01-2026
5831,Alice,,+21266123,http://google.com,12,01-01-2026
5832,Bob,user5832@example.com,,http://amazon.com,12,01-01-2026
5833,,user5833@example.com,123,https://www.github.com,,
5834,Sara,,+21266123,https://openai.com,12,01-01-2026
5835,Mike,test@mail.com,123,http://amazon.com,12,01-01-2026
5836,Bob,user5836@example.com,,htp:/bad,10000,
5837,Alice,user5837@example.com,061234,https://openai.com,,01-01-2026
5838,Bob,user5838@example.com,+212644133442,https://www.github.com,,
5839,@@Mike,user5839@example.com,,https://openai.com,ABCDE,2026-02-30
5840,Sara,,,https://google.com,ABCDE,01-01-2026
5841,Bob,test@mail.com,+21266123,htp:/bad,90210,01-01-2026
5842,@@Mike,user5842@example.com,123,https://www.github.com,12,2026-08-01
5843,@@Mike,bademail,+21266123,http://google.com,10000,2026-08-01
5844,@@Mike,test@mail.com,+212670926627,https://openai.com,90210,
5845,Mike,,+212617334692,http://google.com,12,2026-02-30
5846,Bob,test@mail.com,061234,http://google.com,ABCDE,2026-08-01
5847,John123,bademail,,htp:/bad,,01-01-2026
5848,Sara,,+212633643219,https://google.com,10000,01-01-2026
5849,,,061234,htp:/bad,,
5850,@@Mike,test@mail.com,+212679503035,https://openai.com,90210,2026-08-01
5851,,user5851@example.com,123,https://openai.com,10000,2026/13/40
5852,,bademail,,https://google.com,,2026-02-30
5853,@@Mike,test@mail.com,061234,,12,01-01-2026
5854,,,123,,,2026/13/40
5855,John,test@mail.com,061234,http://amazon.com,10000,2026-02-30
5856,John123,bademail,,https://openai.com,ABCDE,
5857,Bob,foo@@bar,+21266123,htp:/bad,ABCDE,2026-02-30
5858,Sara,test@mail.com,061234,https://openai.com,90210,2026/13/40
5859,Bob,bademail,+212675191550,https://openai.com,,
5860,John,bademail,061234,http://google.com,,
5861,John,,,https://google.com,12,2026-02-30
5862,John123,user5862@example.com,,http://amazon.com,,01-01-2026
5863,Mike,test@mail.com,061234,http://amazon.com,ABCDE,2026/13/40
5864,John,user5864@example.com,+21266123,http://amazon.com,10000,2026/13/40
5865,John123,user5865@example.com,123,https://google.com,,2026/13/40
5866,John123,test@mail.com,+21266123,http://amazon.com,,2026-08-01
5867,John,bademail,061234,https://google.com,,2026-08-01
5868,Bob,,+21266123,http://amazon.com,90210,
5869,Sara,user5869@example.com,+21266123,,ABCDE,01-01-2026
5870,Sara,,061234,https://google.com,12,2026-02-30
5871,@@Mike,user5871@example.com,061234,,10000,
5872,Mike,,061234,https://openai.com,12,2026/13/40
5873,Bob,user5873@example.com,123,https://www.github.com,12,2026/13/40
5874,@@Mike,test@mail.com,123,http://google.com,ABCDE,
5875,Sara,user5875@example.com,,http://amazon.com,90210,2026-02-30
